split_slug,seed,model,explanation_cohort,sample_key,output_scope,feature,mean_abs_shap,importance_rank,sample_rows
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_month,0.060250851633418596,2.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Serious,feature_hour,0.062078981152225376,1.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_day_of_week,0.09491641078098585,12.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_first_road_class,0.13092059742942444,9.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_road_type,0.2861724724006799,2.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_junction_detail,0.12256281898652048,11.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_junction_control,0.2447079945705174,5.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_second_road_class,0.21874054751035474,7.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_pedestrian_crossing,0.28267364346222457,3.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_light_conditions,0.05349997084487378,17.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_weather_conditions,0.2600367168755778,4.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_road_surface_conditions,0.06720296465659018,16.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_special_conditions_at_site,0.0791781229525031,14.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_carriageway_hazards,0.08834394564368964,13.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_urban_or_rural_area,0.12678966745085724,10.0,10000
random_seed_2207,2207,lightgbm_weighted,random_internal_test,random_seed_2207_internal,Fatal,feature_trunk_road_flag,0.07625932303697801,15.0,10000
