dataset,seed,cohort,scope,feature,mean_abs_shap,rank,mean_signed_shap,positive_fraction,negative_fraction
stats19,2207,internal,Serious,feature_month,0.060250851633418596,2,0.0013257333430865949,0.52910000000000001,0.47089999999999999
stats19,2207,internal,Serious,feature_hour,0.062078981152225376,1,0.00074191934586886128,0.50319999999999998,0.49680000000000002
stats19,2207,internal,Fatal,feature_day_of_week,0.094916426390731279,12,0.0015022026771914715,0.50719999999999998,0.49280000000000002
stats19,2207,internal,Fatal,feature_first_road_class,0.13092060157088967,9,-0.020208243741765764,0.49309999999999998,0.50690000000000002
stats19,2207,internal,Fatal,feature_road_type,0.28617247621330666,2,0.0042513482326859715,0.74390000000000001,0.25609999999999999
stats19,2207,internal,Fatal,feature_junction_detail,0.12256279607952593,11,-0.062640428954366112,0.50460000000000005,0.49540000000000001
stats19,2207,internal,Fatal,feature_junction_control,0.2447079945705174,5,0.082177296569501401,0.89400000000000002,0.106
stats19,2207,internal,Fatal,feature_second_road_class,0.2187405169022934,7,0.0031864214676659785,0.53979999999999995,0.4602
stats19,2207,internal,Fatal,feature_pedestrian_crossing,0.28267364346222468,3,-0.0067656425997396977,0.82110000000000005,0.1789
stats19,2207,internal,Fatal,feature_light_conditions,0.053499977540903805,17,0.026806519737250425,0.61229999999999996,0.38769999999999999
stats19,2207,internal,Fatal,feature_weather_conditions,0.26003671622037872,4,0.024218281798805565,0.80269999999999997,0.1973
stats19,2207,internal,Fatal,feature_road_surface_conditions,0.067202976675370285,16,-0.01927449662444412,0.59419999999999995,0.40579999999999999
stats19,2207,internal,Fatal,feature_special_conditions_at_site,0.079178122952503094,14,-0.00014068571793189336,0.95450000000000002,0.045499999999999999
stats19,2207,internal,Fatal,feature_carriageway_hazards,0.088343945643689623,13,0.0010123842870535305,0.9405,0.059499999999999997
stats19,2207,internal,Fatal,feature_urban_or_rural_area,0.12678969938391721,10,0.010610293575692219,0.3342,0.66579999999999995
stats19,2207,internal,Fatal,feature_trunk_road_flag,0.076259323036978008,15,0.024813396637488994,0.84799999999999998,0.152
stats19,2207,internal,Fatal,feature_speed_limit,0.45089591241462601,1,-0.030829298792435997,0.67789999999999995,0.3221
stats19,2207,internal,Fatal,feature_month,0.13542040623036627,8,-0.0083401983761660012,0.50380000000000003,0.49619999999999997
stats19,2207,internal,Fatal,feature_hour,0.23167499679460571,6,-0.030358615711866547,0.44419999999999998,0.55579999999999996
stats19,2207,future,overall,feature_day_of_week,0.063818825763379008,13,0.00021083537682542409,0.50249999999999995,0.4975
stats19,2207,future,overall,feature_first_road_class,0.077330598498406899,12,-0.0049441794460343778,0.45340000000000003,0.54659999999999997
stats19,2207,future,overall,feature_road_type,0.13304670476771754,4,0.00077366185663550909,0.77910000000000001,0.22090000000000001
stats19,2207,future,overall,feature_junction_detail,0.12192814426784614,5,-0.056181230209060434,0.44030000000000002,0.55969999999999998
