dataset,seed,cohort,candidate,reference,metric,delta,ci_lower,ci_upper,design
stats19,5501,internal,lightgbm_revised,logistic_weighted,fatal_recall,-0.28131710808876165,-0.3078024337866857,-0.25554760200429494,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,lightgbm_legacy,fatal_recall,0,0,0,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,dummy_most_frequent,serious_or_fatal_recall,0.55324455319749655,0.54693896757799632,0.55978542186250058,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,logistic_weighted,serious_or_fatal_recall,-0.061032422003670428,-0.067105077408122007,-0.054915062820573235,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,lightgbm_legacy,serious_or_fatal_recall,0,0,0,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,dummy_most_frequent,mean_asymmetric_cost,0.16813957347937925,0.1632115592067048,0.17296282466185375,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,logistic_weighted,mean_asymmetric_cost,-0.13703219649821596,-0.14183496182889388,-0.13219779478881422,paired_true_class_stratified
stats19,5501,internal,lightgbm_revised,lightgbm_legacy,mean_asymmetric_cost,0,0,0,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,dummy_most_frequent,macro_f1,0.073146843146200458,0.069687700278782877,0.076722478579449319,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,logistic_weighted,macro_f1,0.0085992029204962628,0.0052059707341630653,0.011999478819592485,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,lightgbm_legacy,macro_f1,0,0,0,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,dummy_most_frequent,qwk,0.067505171432714617,0.061155585513432566,0.074310903265061456,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,logistic_weighted,qwk,-0.0015997798239719696,-0.0074347201019079236,0.0040021004429124547,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,lightgbm_legacy,qwk,0,0,0,paired_true_class_stratified
stats19,5501,future,lightgbm_revised,dummy_most_frequent,ordinal_mae,0.12559572760510068,0.12252420065988284,0.12864743824744618,paired_true_class_stratified
