dataset,seed,cohort,model,metric,estimate,ci_lower,ci_upper
stats19,5501,future,lightgbm_legacy,fatal_recall,0.10252996005326231,0.088548601864181092,0.118508655126498
stats19,5501,future,lightgbm_revised,fatal_recall,0.10252996005326231,0.088548601864181092,0.118508655126498
stats19,5501,future,dummy_most_frequent,serious_or_fatal_recall,0,0,0
stats19,5501,future,logistic_weighted,serious_or_fatal_recall,0.28385655590570025,0.2782310822130919,0.28964158921376998
stats19,5501,future,lightgbm_legacy,serious_or_fatal_recall,0.26762136503251027,0.26247556743388251,0.2731281662611193
stats19,5501,future,lightgbm_revised,serious_or_fatal_recall,0.26762136503251027,0.26247556743388251,0.2731281662611193
stats19,5501,future,dummy_most_frequent,mean_asymmetric_cost,0.54142102707897788,0.54142102707897788,0.54142102707897788
stats19,5501,future,logistic_weighted,mean_asymmetric_cost,0.64640779969681061,0.64195903970196277,0.65073840498578173
stats19,5501,future,lightgbm_legacy,mean_asymmetric_cost,0.59749125605635756,0.59362658158867299,0.60131580251072558
stats19,5501,future,lightgbm_revised,mean_asymmetric_cost,0.59749125605635756,0.59362658158867299,0.60131580251072558
