seed,model,explanation_cohort,output_class_code,output_class_label,feature,mean_signed_shap,median_signed_shap,mean_abs_shap,class_specific_importance_rank,positive_share,negative_share,zero_share,sample_rows,interpretation
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_road_surface,0.0030967053531898714,-0.00212331140107493,0.015456701520291709,15.0,0.3656640065479844,0.6343359934520155,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_street_light,0.013658483716592257,0.0294571664630796,0.18054619531121222,7.0,0.5277266216492735,0.4722733783507264,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_traffic_control,0.02796900844481956,0.16508177276291905,0.31803055315163237,3.0,0.6742377736852875,0.3257622263147125,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_urban,-0.008889278747924216,-0.08410298209799243,0.15116735310146828,9.0,0.3787599754450583,0.6212400245549416,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_weather_primary,0.011618534350102221,0.13594785996885356,0.24280918132213378,5.0,0.805402087170043,0.19459791282995703,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_weather_secondary,-0.001947452719737558,0.023357880700746125,0.05191446591906568,14.0,0.9570288520564764,0.042971147943523635,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_advisory_speed,-0.0016888395784939612,0.02659045723412661,0.05456601427420435,13.0,0.9122160834868017,0.08778391651319828,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_speed_limit,-0.008539926982715093,-0.09688446999511661,0.3895100890855417,1.0,0.4340085942295887,0.5659914057704113,0.0,4887,raw_class_score_attribution_not_causal
1103,lightgbm_weighted,matched_2025,2,Fatal,feature_temporary_speed_limit,-0.007416311091936882,0.06482030653799921,0.13167415374551245,10.0,0.9641907100470637,0.03580928995293636,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_number_of_lanes,0.006588338543913021,-0.02524494704544155,0.07836058110965208,7.0,0.2954777982402292,0.7045222017597709,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_state_highway,-0.007290250061735915,-0.0010408714551861855,0.04762054878047946,8.0,0.49457745037855533,0.5054225496214446,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_terrain,-0.0011556058843554347,0.011531596609331042,0.04600506116762199,9.0,0.5911602209944752,0.4088397790055249,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_light,0.003566032079701205,0.010492799117447844,0.11790161365947782,4.0,0.5111520360139145,0.48884796398608554,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_road_character,0.001557440880843209,-0.009062034769297227,0.024942977266519922,13.0,0.20237364436259464,0.7976263556374054,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_road_lane,-7.639681099709488e-05,-0.05597934207057991,0.10340604961410219,5.0,0.14282791078371188,0.8571720892162881,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_road_surface,0.0011456802572626288,0.0012287930983955531,0.006051721367617875,15.0,0.6083486801718846,0.3916513198281154,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_street_light,-0.012793923621121708,0.0036107072219980396,0.092793391578377,6.0,0.5091057908737466,0.4908942091262533,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_traffic_control,-0.0020209916000904016,-0.06573327799556725,0.13263239570889443,2.0,0.3042766523429507,0.6957233476570494,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_urban,0.002891929117634662,0.012574689022531076,0.03505787294877485,11.0,0.5944342132187436,0.4055657867812564,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_weather_primary,0.0026785475361064477,-0.06564940533580066,0.12726667359200344,3.0,0.20012277470841006,0.7998772252915899,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_weather_secondary,-0.0013343731148822732,-0.014637851433582257,0.029302420493421605,12.0,0.051974626560261916,0.948025373439738,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_advisory_speed,-0.0019612051657529207,-0.006804643354115064,0.020164481559266235,14.0,0.13627992633517497,0.8637200736648251,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_speed_limit,-0.005782093686227655,0.06405621513996652,0.18428973828100595,1.0,0.5606711684059751,0.43932883159402497,0.0,4887,raw_class_score_attribution_not_causal
2207,lightgbm_weighted,random_internal_test,0,Minor,feature_temporary_speed_limit,0.0008587913294522974,-0.019373542849589552,0.03908492013946067,10.0,0.03560466543891958,0.9643953345610804,0.0,4887,raw_class_score_attribution_not_causal
