seed,model,metric,higher_is_better,contrast,internal_value,future_2025_value,point_gap,ci_lower,ci_upper,iterations,valid_iterations,bootstrap_design
3301,lightgbm_weighted,serious_recall,True,random_internal_minus_same_model_2025,0.25902335456475584,0.29839883551673946,-0.03937548095198362,-0.07437789150650385,-0.006558678459841101,2000,2000,independent_stratified
3301,lightgbm_weighted,fatal_recall,True,random_internal_minus_same_model_2025,0.43609022556390975,0.39768339768339767,0.038406827880512084,-0.06341190814875029,0.1367760617760617,2000,2000,independent_stratified
3301,lightgbm_weighted,serious_or_fatal_recall,True,random_internal_minus_same_model_2025,0.5572093023255814,0.6056034482758621,-0.04839414595028069,-0.08426874498797116,-0.011839865677626371,2000,2000,independent_stratified
3301,lightgbm_weighted,mean_asymmetric_cost,False,random_internal_minus_same_model_2025,0.7843257622263147,0.78495541642952,-0.0006296542032053765,-0.029892562521989654,0.027313239660260412,2000,2000,independent_stratified
4409,dummy_most_frequent,macro_f1,True,random_internal_minus_same_model_2025,0.29214085910257886,0.29211966176366094,2.119733891792208e-05,2.119733891792208e-05,2.119733891792208e-05,2000,2000,independent_stratified
4409,dummy_most_frequent,qwk,True,random_internal_minus_same_model_2025,0.0,0.0,0.0,0.0,0.0,2000,2000,independent_stratified
4409,dummy_most_frequent,ordinal_mae,False,random_internal_minus_same_model_2025,0.24718641293226928,0.24464048567634225,0.002545927255927033,0.002545927255927033,0.002545927255927033,2000,2000,independent_stratified
4409,dummy_most_frequent,accuracy,True,random_internal_minus_same_model_2025,0.7800286474319623,0.7799279074179473,0.00010074001401505495,0.00010074001401505495,0.00010074001401505495,2000,2000,independent_stratified
4409,dummy_most_frequent,minor_recall,True,random_internal_minus_same_model_2025,1.0,1.0,0.0,0.0,0.0,2000,2000,independent_stratified
4409,dummy_most_frequent,serious_recall,True,random_internal_minus_same_model_2025,0.0,0.0,0.0,0.0,0.0,2000,2000,independent_stratified
4409,dummy_most_frequent,fatal_recall,True,random_internal_minus_same_model_2025,0.0,0.0,0.0,0.0,0.0,2000,2000,independent_stratified
4409,dummy_most_frequent,serious_or_fatal_recall,True,random_internal_minus_same_model_2025,0.0,0.0,0.0,0.0,0.0,2000,2000,independent_stratified
4409,dummy_most_frequent,mean_asymmetric_cost,False,random_internal_minus_same_model_2025,0.5215878862287702,0.513849364446974,0.007738521781796126,0.007738521781796126,0.007738521781796126,2000,2000,independent_stratified
4409,logistic_weighted,macro_f1,True,random_internal_minus_same_model_2025,0.3277146650979064,0.32972517964334985,-0.0020105145454434314,-0.015773695906925803,0.012266355619156087,2000,2000,independent_stratified
4409,logistic_weighted,qwk,True,random_internal_minus_same_model_2025,0.09073536887461564,0.10012718104664764,-0.009391812172032,-0.03249586295473382,0.012593319816280894,2000,2000,independent_stratified
4409,logistic_weighted,ordinal_mae,False,random_internal_minus_same_model_2025,0.724780028647432,0.7286093720356669,-0.0038293433882349293,-0.030388005404789184,0.021819838655259313,2000,2000,independent_stratified
4409,logistic_weighted,accuracy,True,random_internal_minus_same_model_2025,0.4790259873132801,0.47903623600834755,-1.0248695067438529e-05,-0.015589341019388825,0.017130259982607515,2000,2000,independent_stratified
4409,logistic_weighted,minor_recall,True,random_internal_minus_same_model_2025,0.532791185729276,0.5291899781075164,0.003601207621759528,-0.01514475788985759,0.02299800359029587,2000,2000,independent_stratified
4409,logistic_weighted,serious_recall,True,random_internal_minus_same_model_2025,0.24522292993630573,0.2688015526443474,-0.023578622708041674,-0.058523782592705915,0.010876854659014662,2000,2000,independent_stratified
4409,logistic_weighted,fatal_recall,True,random_internal_minus_same_model_2025,0.5939849624060151,0.5598455598455598,0.03413940256045522,-0.06929993903678108,0.13635947978053237,2000,2000,independent_stratified
4409,logistic_weighted,serious_or_fatal_recall,True,random_internal_minus_same_model_2025,0.5962790697674418,0.6431034482758621,-0.04682437850842025,-0.0834945870088212,-0.011337810745789963,2000,2000,independent_stratified
4409,logistic_weighted,mean_asymmetric_cost,False,random_internal_minus_same_model_2025,0.8356865152445263,0.8287801176247391,0.006906397619787175,-0.02221767145222501,0.03771416278817609,2000,2000,independent_stratified
